@relation page

@attribute class {none,title,pages,authors,veditor,vtitle}
@attribute fontsize numeric
@attribute weight numeric
@attribute style numeric
@attribute replaced numeric
@attribute nlines numeric
@attribute depth numeric
@attribute tlength numeric
@attribute pdigits numeric
@attribute plower numeric
@attribute pupper numeric
@attribute pspaces numeric
@attribute ppunct numeric
@attribute relx numeric
@attribute rely numeric

@data
authors,0.997041,0,1,0,1,0,80,0,0.6375,0.15,0.1375,0.075,0.11784,0.443959
none,0.997041,0,0.22314,0,2,1,121,0.033058,0.68595,0.132231,0.115702,0.016529,0.137667,0.458918
title,0.997041,0,0,0,1,0,94,0.042553,0.680851,0.12766,0.117021,0.010638,0.137667,0.455087
authors,0.997041,0,1,0,1,0,27,0,0.703704,0.148148,0.111111,0.037037,0.072144,0.463434
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.463676
none,0.997041,0,0.442623,0,2,1,61,0.065574,0.606557,0.163934,0.131148,0.016393,0.075869,0.478557
title,0.997041,0,0,0,1,0,34,0.117647,0.529412,0.176471,0.147059,0,0.075869,0.474563
authors,0.997041,0,1,0,1,0,27,0,0.703704,0.148148,0.111111,0.037037,0.072144,0.482909
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.483128
none,0.997041,0,0.731959,0,2,1,97,0.041237,0.546392,0.206186,0.154639,0.051546,0.113744,0.498196
title,0.997041,0,0,0,1,0,26,0.153846,0.384615,0.307692,0.153846,0,0.071856,0.494038
authors,0.997041,0,1,0,1,0,71,0,0.605634,0.169014,0.15493,0.070423,0.113744,0.502385
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.50258
none,0.997041,0,0.57732,0,2,1,97,0.041237,0.628866,0.175258,0.123711,0.020619,0.094118,0.517836
title,0.997041,0,0,0,1,0,41,0.097561,0.536585,0.219512,0.146341,0,0.082098,0.513514
authors,0.997041,0,1,0,1,0,56,0,0.696429,0.142857,0.107143,0.035714,0.094118,0.52186
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.522033
none,0.997041,0,0.311828,0,2,1,93,0.043011,0.666667,0.129032,0.129032,0.021505,0.100982,0.537475
title,0.997041,0,0,0,1,0,64,0.0625,0.6875,0.109375,0.125,0,0.100982,0.532989
authors,0.997041,0,1,0,1,0,29,0,0.62069,0.172414,0.137931,0.068966,0.07415,0.541335
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.541485
none,0.997041,0,0.428571,0,2,1,77,0.051948,0.636364,0.181818,0.116883,0.012987,0.083624,0.557114
title,0.997041,0,0,0,1,0,44,0.090909,0.545455,0.227273,0.136364,0,0.083624,0.552464
authors,0.997041,0,1,0,1,0,33,0,0.757576,0.121212,0.090909,0.030303,0.07611,0.560811
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.560937
none,0.997041,0,0.433962,0,2,1,53,0.075472,0.396226,0.301887,0.150943,0.018868,0.075078,0.576754
title,0.997041,0,0,0,1,0,30,0.133333,0.333333,0.333333,0.166667,0,0.075078,0.57194
authors,0.997041,0,1,0,1,0,23,0,0.478261,0.26087,0.130435,0.043478,0.070936,0.580286
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.580389
none,0.997041,0,0.647727,0,2,1,88,0.090909,0.511364,0.204545,0.147727,0.045455,0.095491,0.596393
title,0.997041,0,0,0,1,0,31,0.258065,0.354839,0.258065,0.129032,0,0.07571,0.591415
authors,0.997041,0,1,0,1,0,57,0,0.596491,0.175439,0.157895,0.070175,0.095491,0.599762
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.599841
none,0.997041,0,0.454545,0,2,1,55,0.072727,0.581818,0.2,0.127273,0.018182,0.074611,0.616032
title,0.997041,0,0,0,1,0,30,0.133333,0.5,0.233333,0.133333,0,0.074611,0.61089
authors,0.997041,0,1,0,1,0,25,0,0.68,0.16,0.12,0.04,0.073245,0.619237
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.619293
none,0.997041,0,0.369863,0,2,1,73,0.054795,0.616438,0.178082,0.123288,0.013699,0.083818,0.635671
title,0.997041,0,0,0,1,0,46,0.086957,0.565217,0.195652,0.130435,0,0.083818,0.630366
authors,0.997041,0,1,0,1,0,27,0,0.703704,0.148148,0.111111,0.037037,0.072801,0.638712
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.638746
none,0.997041,0,0.545455,0,2,1,165,0.024242,0.660606,0.151515,0.127273,0.024242,0.151579,0.655311
title,0.997041,0,0,0,1,0,75,0.053333,0.64,0.16,0.12,0,0.109756,0.649841
authors,0.997041,0,1,0,1,0,90,0,0.677778,0.144444,0.133333,0.044444,0.151579,0.658188
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.658198
none,0.997041,0,0.414815,0,2,1,135,0.02963,0.659259,0.17037,0.103704,0.022222,0.1125,0.67495
title,0.997041,0,0,0,1,0,79,0.050633,0.582278,0.21519,0.113924,0.012658,0.1125,0.669316
authors,0.997041,0,1,0,1,0,56,0,0.767857,0.107143,0.089286,0.035714,0.092903,0.677663
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.67765
none,0.997041,0,0.467742,0,2,1,62,0.064516,0.596774,0.193548,0.112903,0.016129,0.076759,0.694589
title,0.997041,0,0,0,1,0,33,0.121212,0.484848,0.242424,0.121212,0,0.076759,0.688792
authors,0.997041,0,1,0,1,0,29,0,0.724138,0.137931,0.103448,0.034483,0.074074,0.697138
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.697102
none,0.997041,0,0.506024,0,2,1,83,0.048193,0.60241,0.204819,0.13253,0.012048,0.08343,0.714228
title,0.997041,0,0,0,1,0,41,0.097561,0.487805,0.268293,0.146341,0,0.083141,0.708267
authors,0.997041,0,1,0,1,0,42,0,0.714286,0.142857,0.119048,0.02381,0.08343,0.716614
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.716554
none,0.997041,0,0.509091,0,2,1,55,0.072727,0.527273,0.218182,0.127273,0.018182,0.074689,0.733868
title,0.997041,0,0,0,1,0,27,0.148148,0.37037,0.259259,0.148148,0,0.072801,0.727742
authors,0.997041,0,1,0,1,0,28,0,0.678571,0.178571,0.107143,0.035714,0.074689,0.736089
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.736006
none,1.183987,1,0,0,1,0,7,0,0.857143,0.142857,0,0,0.028571,0.751592
none,0.997041,0,0.701031,0,2,1,97,0,0.721649,0.113402,0.113402,0.051546,0.10271,0.773146
title,0.997041,0,0,0,1,0,29,0,0.896552,0.034483,0.068966,0,0.072654,0.766693
authors,0.997041,0,1,0,1,0,68,0,0.647059,0.147059,0.132353,0.073529,0.10271,0.77504
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.774911
none,0.997041,0,0.233333,0,2,1,60,0,0.866667,0.05,0.083333,0,0.083237,0.792786
title,0.997041,0,0,0,1,0,46,0,0.891304,0.021739,0.086957,0,0.083237,0.786169
authors,0.997041,0,1,0,1,0,14,0,0.785714,0.142857,0.071429,0,0.066914,0.794515
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.794363
none,0.997041,0,0.281553,0,2,1,103,0,0.796117,0.058252,0.106796,0.019417,0.105263,0.812425
title,0.997041,0,0,0,1,0,74,0,0.824324,0.027027,0.108108,0.013514,0.105263,0.805644
authors,0.997041,0,1,0,1,0,29,0,0.724138,0.137931,0.103448,0.034483,0.073695,0.81399
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.813815
none,0.997041,0,0.355556,0,2,1,90,0,0.755556,0.077778,0.144444,0.022222,0.095238,0.832064
title,0.997041,0,0,0,1,0,58,0,0.844828,0.017241,0.137931,0,0.095238,0.825119
authors,0.997041,0,1,0,1,0,32,0,0.59375,0.1875,0.15625,0.0625,0.074689,0.833466
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.833267
none,0.997041,0,0.433962,0,2,1,106,0,0.726415,0.113208,0.132075,0.018868,0.093144,0.851703
title,0.997041,0,0,0,1,0,60,0,0.733333,0.1,0.15,0,0.093144,0.844595
authors,0.997041,0,1,0,1,0,46,0,0.717391,0.130435,0.108696,0.043478,0.084906,0.852941
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.852719
none,0.997041,0,0.538462,0,2,1,104,0,0.75,0.086538,0.125,0.019231,0.094118,0.871343
title,0.997041,0,0,0,1,0,48,0,0.8125,0.020833,0.145833,0,0.083916,0.86407
authors,0.997041,0,1,0,1,0,56,0,0.696429,0.142857,0.107143,0.035714,0.094118,0.872417
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.872171
none,0.997041,0,0.30303,0,2,1,99,0,0.818182,0.050505,0.10101,0.020202,0.09863,0.890982
title,0.997041,0,0,0,1,0,69,0,0.855072,0.014493,0.101449,0.014493,0.09863,0.883545
authors,0.997041,0,1,0,1,0,30,0,0.733333,0.133333,0.1,0.033333,0.074766,0.891892
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.891624
none,0.997041,0,0.528302,0,2,1,106,0,0.716981,0.103774,0.141509,0.037736,0.093628,0.910621
title,0.997041,0,0,0,1,0,50,0,0.86,0.02,0.12,0,0.085006,0.903021
authors,0.997041,0,1,0,1,0,56,0,0.589286,0.178571,0.160714,0.071429,0.093628,0.911367
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.911076
none,0.997041,0,0.633663,0,2,1,101,0.009901,0.693069,0.148515,0.108911,0.039604,0.101839,0.930261
title,0.997041,0,0,0,1,0,37,0.027027,0.648649,0.189189,0.108108,0.027027,0.079646,0.922496
authors,0.997041,0,1,0,1,0,64,0,0.71875,0.125,0.109375,0.046875,0.101839,0.930843
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.930528
none,0.997041,0,0.509677,0,2,1,155,0,0.806452,0.064516,0.109677,0.019355,0.118227,0.9499
title,0.997041,0,0,0,1,0,76,0,0.868421,0.013158,0.118421,0,0.105572,0.941971
authors,0.997041,0,1,0,1,0,79,0,0.746835,0.113924,0.101266,0.037975,0.118227,0.950318
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.94998
none,0.997041,0,0.654762,0,2,1,84,0,0.75,0.107143,0.107143,0.035714,0.093264,0.969539
title,0.997041,0,0,0,1,0,29,0,0.896552,0.034483,0.068966,0,0.07332,0.961447
authors,0.997041,0,1,0,1,0,55,0,0.672727,0.145455,0.127273,0.054545,0.093264,0.969793
pages,0.810096,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.969432
none,1.183987,1,0,0,1,0,36,0,0.75,0.111111,0.138889,0,0.037915,0.985669
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.993289
none,0.810096,0,0,0,1,0,38,0.210526,0.552632,0.052632,0.105263,0.026316,0.033299,1
